code,assessment_version,competency_value,competency_text,subcompetency_value,subcompetency_text,beginner,competent,proficient,expert,na
QMS,1,3,Facilities and safety competencies ensure that the laboratory‘s physical environment  maintenance and safety programs meet applicable requirements.,3.04,Emergency management and response,Explains own role in emergency event mitigation  preparedness  response  and recovery,Trains staff in the emergency management plan for emergency event mitigation  preparedness  response  and recovery,Provides input on emergency management and response policies  processes and procedures,Establishes emergency management and response policies  processes and procedures,N/A
QMS,1,4,Personnel competencies ensure recruitment and retention of a qualified  well-trained and competent workforce.,4.01,Competence assessment plan,Describes competence assessment plans,Participates in the development of an individualized competence assessment plan,Evaluates individual competence assessment plans,Oversees a competence assessment plan for the organization,N/A
QMS,1,4,Personnel competencies ensure recruitment and retention of a qualified  well-trained and competent workforce.,4.02,Professional development plan,Participates in initial training related to assigned work position,Participates in continuing education and professional development opportunities,Manages the plan to provide professional development opportunities to all levels of staff,Designs a plan to provide professional development opportunities to all levels of staff,N/A
QMS,1,4,Personnel competencies ensure recruitment and retention of a qualified  well-trained and competent workforce.,4.03,Performance evaluation process,Participates in the initial performance evaluation process,Participates in the ongoing performance evaluation process,Manages the performance evaluation process,Establishes a process for periodic performance evaluation,N/A
QMS,1,4,Personnel competencies ensure recruitment and retention of a qualified  well-trained and competent workforce.,4.04,Recruitment  retention and succession plans,Describes the recruitment and retention plan,Participates in recruitment and retention plan,Manages the recruitment  retention and succession plans,Develops recruitment  retention and succession plans to maintain a qualified workforce,N/A
QMS,1,5,Purchasing and inventory competencies ensure that requirements for supplies and services are consistently met.,5.01,Procurement process,Describes laboratory procurement process for current work area,Participates in laboratory procurement process,Manages laboratory procurement process,Ensures that laboratory procurement incorporates organizational rules and collaboration with purchasing authorities,N/A
QMS,1,5,Purchasing and inventory competencies ensure that requirements for supplies and services are consistently met.,5.02,Inventory processes,Describes the inventory management processes used in current work area,Follows established inventory management processes  including receipt and inspection processes,Develops inventory processes for laboratory supplies  reagents and verification of performance,Oversees inventory management plan,N/A
QMS,1,5,Purchasing and inventory competencies ensure that requirements for supplies and services are consistently met.,5.03,Evaluation process,Describes the process to evaluate and provide feedback to suppliers,Executes the process to evaluate and provide feedback to suppliers  consultants and contractors,Develops a process to evaluate the satisfaction with services and products from suppliers  consultants and contractors,Oversees a quality improvement plan for purchasing and inventory,N/A
QMS,1,6,Laboratory equipment competencies ensure that laboratory equipment selection  installation  use  maintenance and troubleshooting meet performance standards.,6.01,Acquisition and decommissioning,Describes the policies  processes and procedures for equipment acquisition and decommissioning,Provides input on the processes and procedures for equipment acquisition and decommissioning,Develops the processes and procedures for equipment acquisition and decommissioning,Oversees the policies  processes and procedures for equipment acquisition and decommissioning,N/A
QMS,1,6,Laboratory equipment competencies ensure that laboratory equipment selection  installation  use  maintenance and troubleshooting meet performance standards.,6.02,Equipment qualification plan,Describes processes and procedures for equipment installation qualification  operational qualification and performance qualification,Performs equipment installation  operational and performance qualification procedures and adheres with the plan,Implements the equipment qualification plan,Oversees the policies  processes and procedures regarding the equipment qualification plan,N/A
QMS,1,6,Laboratory equipment competencies ensure that laboratory equipment selection  installation  use  maintenance and troubleshooting meet performance standards.,6.03,Maintenance process,Describes processes and procedures for the maintenance  troubleshooting  and service and repair of equipment,Performs procedures for the maintenance  troubleshooting  and service and repair of equipment,Develops the processes for equipment maintenance  troubleshooting  and service and repair,Oversees the policies  processes and procedures for equipment maintenance  troubleshooting  service and repair,N/A
QMS,1,6,Laboratory equipment competencies ensure that laboratory equipment selection  installation  use  maintenance and troubleshooting meet performance standards.,6.04,Instrument and equipment calibration,Describes calibration of instruments and equipment,Performs calibration of instruments and equipment,Establishes calibration processes and procedures for instruments and equipment,Oversees calibration policies  processes and procedures for instruments and equipment,N/A
QMS,1,7,Process management competencies ensure that operational processes meet organizational requirements.,7.01,Workflow* processes,Describes workflow processes related to job position and activities,Applies workflow processes according to laboratory policies  processes and procedures,Develops evaluation  modification and design of workflow processes and procedures,Oversees the policies  processes and procedures for evaluating and modifying current workflow processes and for developing new workflow processes,N/A
QMS,1,7,Process management competencies ensure that operational processes meet organizational requirements.,7.02,Process control,Describes how processes are controlled in work area,Participates in process control procedures,Develops the process control plan,Oversees the process control plan,N/A
QMS,1,7,Process management competencies ensure that operational processes meet organizational requirements.,7.03,Method validation and performance verification processes,Describes method validation and performance verification processes,Performs procedures for method validation and performance verification,Develops method validation and performance verification processes and procedures,Oversees the policies  processes and procedures for validation of new or modified tests or materials and for verification of existing tests or materials,N/A
QMS,1,8,Documents and records competencies ensure that there is an effective system to control and manage documents and records.,8.01,Document management system,Describes how the laboratory controls and manages documents,Applies the policies  processes and procedures for controlling and managing documents,Develops the policies  processes and procedures for controlling and managing documents,Oversees the document management system to ensure staff compliance with internal policies  external guidelines  standards or regulations  and accreditation requirements,N/A
QMS,1,8,Documents and records competencies ensure that there is an effective system to control and manage documents and records.,8.02,Records management system,Describes how the laboratory controls and manages records,Applies the policies  processes and procedures for controlling and managing records,Develops the policies  processes and procedures for controlling and managing records,Oversees the record management system to ensure staff compliance with internal policies  external guidelines  standards or regulations  and accreditation requirements,N/A
QMS,1,9,Information management competencies ensure the confidentiality  security and integrity of generated and disseminated information.,9.01,Confidentiality,Describes the policies  processes and procedures for maintaining confidentiality of laboratory information,Complies with policies  processes and procedures for maintaining confidentiality of internally and externally derived information,Develops policies  processes and procedures for maintaining confidentiality of internally and externally derived information,Oversees the policies  processes and procedures for ensuring confidentiality of information and staff compliance with regulations  standards and guidelines,N/A
QMS,1,9,Information management competencies ensure the confidentiality  security and integrity of generated and disseminated information.,9.02,Security,Describes the policies  processes and procedures related to securing information related to assigned job tasks,Complies with policies  processes and procedures for securing information,Develops policies  processes and procedures to ensure information is secure,Oversees the policies  processes and procedures for securing information  including audits to meet regulations  standards and guidelines,N/A
QMS,1,9,Information management competencies ensure the confidentiality  security and integrity of generated and disseminated information.,9.03,Information integrity,Describes the policies  processes and procedures for ensuring integrity of information,Complies with policies  processes and procedures to ensure the integrity of information,Develops processes and procedures to ensure the integrity of information,Oversees the policies  processes and procedures to ensure the integrity of information,N/A
QMS,1,10,Nonconforming event (NCE) management competencies ensure that processes are in place for detecting and managing NCEs.,10.01,Management of NCEs,Recognizes NCEs,Responds to NCEs,Investigates NCEs  including the creation of a corrective action plan,Oversees the policies  processes and procedures related to NCEs,N/A
QMS,1,10,Nonconforming event (NCE) management competencies ensure that processes are in place for detecting and managing NCEs.,10.02,Documentation of NCEs,Describes the policies  processes and procedures to record and report NCEs,Reports discovered NCEs,Performs analysis of records and reports of NCEs to identify trends,Oversees the policies  processes and procedures to document NCEs and report NCE information to senior management and external entities,N/A
QMS,1,10,Nonconforming event (NCE) management competencies ensure that processes are in place for detecting and managing NCEs.,10.03,Investigation and root cause analysis,Participates in NCE investigations and root cause analyses,Leads the process of investigating NCEs and performing root cause analyses,Assesses NCE investigations and root cause analyses to improve processes,Oversees the policies  processes and procedures for investigating NCEs and performing root cause analyses,N/A
QMS,1,10,Nonconforming event (NCE) management competencies ensure that processes are in place for detecting and managing NCEs.,10.04,Notifications of re-calls and technical bulletins,Describes the policies  processes and procedures to address product recalls and technical bulletin notifications,Responds to product recalls and technical bulletin notifications,Develops processes and procedures to address product recalls and technical bulletin notifications,Oversees the policies  processes and procedures to address product recalls and technical bulletin notifications,N/A
QMS,1,11,Assessment competencies ensure that processes are in place to perform internal audits and external assessments.,11.01,Quality assessment plan,Adheres to the quality assessment plan,Ensures the application of the quality assessment plan to laboratory operations,Develops the quality assessment plan,Oversees a comprehensive quality assessment plan,N/A
QMS,1,11,Assessment competencies ensure that processes are in place to perform internal audits and external assessments.,11.02,External assessments,Participates in external assessments activities,Performs external assessment procedures,Develops the processes and procedures to select  enroll and participate in external assessments,Oversees the policies  processes and procedures related to external assessment,N/A
QMS,1,11,Assessment competencies ensure that processes are in place to perform internal audits and external assessments.,11.03,Internal audits,Participates in internal audits,Performs internal audit procedures,Develops the processes and procedures for internal audits,Oversees the policies  processes and procedures related to internal audits,N/A
QMS,1,11,Assessment competencies ensure that processes are in place to perform internal audits and external assessments.,11.04,Quality indicators,Describes the elements of pre-examination  examination and post-examination quality indicators,Employs pre-examination  examination and post-examination quality indicators,Develops processes and procedures for determining pre-examination  examination and post-examination quality indicators,Oversees the policies  processes and procedures related to developing and assessing quality indicators,N/A
QMS,1,11,Assessment competencies ensure that processes are in place to perform internal audits and external assessments.,11.05,Quality indicator data collection and analysis,Describes the policies  processes and procedures related to collecting and analyzing quality indicator data,Complies with policies  processes and procedures related to collecting and analyzing quality indicator data,Develops the processes and procedures for collecting and analyzing quality indicator data,Oversees the policies  processes and procedures related to the collection and analysis of quality indicator data,N/A
QMS,1,12,Continual quality improvement (CQI) competencies ensure mechanisms for CQI.,12.01,CQI program,Describes the policies  processes and procedures related to the CQI program,Implements changes identified through the CQI program,Develops the processes and procedures of the CQI program,Oversees the policies  processes and procedures related to the quality improvement program,N/A
QMS,1,12,Continual quality improvement (CQI) competencies ensure mechanisms for CQI.,12.02,CQI activities,Participates in CQI activities,Follows CQI processes and procedures for troubleshooting and documenting required CQI activities,Documents staff compliance with CQI activities that support the CQI monitoring  evaluation and review processes,Oversees the policies  processes and procedures related to CQI activities,N/A
QMS,1,12,Continual quality improvement (CQI) competencies ensure mechanisms for CQI.,12.03,Corrective action process,Describes the policies  processes and procedures related to corrective action,Implements the processes and procedures related to corrective action,Develops corrective action processes and procedures to address quality improvement,Oversees the policies  processes and procedures related to corrective action,N/A
QMS,1,12,Continual quality improvement (CQI) competencies ensure mechanisms for CQI.,12.04,Preventive action,Describes the policies  processes and procedures related to preventive action,Implements the processes and procedures related to preventive action,Develops the processes and procedures related to preventive action,Oversees the policies  processes and procedures related to preventive action,N/A
QMS,1,12,Continual quality improvement (CQI) competencies ensure mechanisms for CQI.,12.05,Change management,Describes the process to change laboratory policies  processes and procedures,Participates in the process and procedures related to change management,Implements the change management process  including communication of changes made to established policies  processes and procedures,Oversees activities related to policy  process and procedural change management  including evaluation of impact on organizational processes and services,N/A
