code,assessment_version,competency_value,competency_text,subcompetency_value,subcompetency_text,beginner,competent,proficient,expert,na
INF,1,6,Sample tracking and chain of custody competencies ensure the tracking of physical samples and chain of custody.,6.01,Tracking samples at accessioning,Uses predefined electronic modules to enter data relevant to track all steps in the sample lifecycle,Assigns unique identifiers to samples,Evaluates automated modules that verify system operations regarding tracking,Develops systems to determine sample tracking and location,N/A
INF,1,6,Sample tracking and chain of custody competencies ensure the tracking of physical samples and chain of custody.,6.02,Traceability,Uses predefined modules to track and document custody of the sample from receipt to disposal or return to submitter,Ensures staff compliance with traceability policies and procedures,Manages electronic tracking data by validating that traceability is complete and documented,Develops systems to electronically automate the traceability of custody data tracking to users and submitters,N/A
INF,1,6,Sample tracking and chain of custody competencies ensure the tracking of physical samples and chain of custody.,6.03,Traceability data elements,Uses predefined modules to link demographic data with data on chain of custody  sample appropriateness  sample handling  and elements of sample analyst location  time  and defined storage parameters,Verifies that predefined modules allow creation  tracking  and maintenance of sample and aliquot hierarchy through the LIMS throughout the laboratory,Evaluates existing and future modules for tracking data elements,Develops systems to integrate data elements into automated traceability management,N/A
INF,1,6,Sample tracking and chain of custody competencies ensure the tracking of physical samples and chain of custody.,6.04,Tracking samples in analytical processes,Uses predefined modules to track samples assigned to laboratory programs during analytical processes,Verifies the routine tracking of aliquots  instrument sequence numbers  and work lists,Creates work lists  worksheets  and workgroups to improve the tracking of samples,Develops modules to incorporate factors that affect automated assignment of samples to work lists and integration of sample tracking into routine laboratory functions,N/A
INF,1,7,Media  reagents and controls competencies ensure the manufacturing and inventory of media  reagents and controls electronically.,7.01,Supplies tracking,Applies predeveloped electronic modules to order supplies and control inventory,Verifies the tracking  management and maintenance of inventory,Determines the availability and cost-effectiveness of in-house manufacturing and use of supplies,Designs code or scripts to automate activities to track  order and manage inventory,N/A
INF,1,7,Media  reagents and controls competencies ensure the manufacturing and inventory of media  reagents and controls electronically.,7.02,Inventory production,Performs data entry into existing electronic modules to document production of inventory,Validates the production of inventory,Evaluates data to improve the current and future states of inventory production,Writes code or scripts to automate inventory control,N/A
INF,1,7,Media  reagents and controls competencies ensure the manufacturing and inventory of media  reagents and controls electronically.,7.03,Manufacturing formulations,Accesses manufacturing formulations electronically,Maintains the database of manufacturing formulations,Validates manufacturing formulations and SOPs,Develops workflows for manufacturing formulations,N/A
INF,1,7,Media  reagents and controls competencies ensure the manufacturing and inventory of media  reagents and controls electronically.,7.04,Supply orders and vendors,Enters inventory order data into electronic order systems,Verifies the use of codes and parameters necessary to automate electronic orders of supplies,Manages order frequency and timetables,Develops workflows to automate the ordering of supplies from vendors,N/A
INF,1,8,Data exchange and interoperability competencies ensure the electronic exchange of laboratory data with data partners.,8.01,Laboratory data collection,Explains data elements and formats necessary for data collection and exchange,Identifies analytical data and results and the exchange of this information using predefined modules,Develops automated interfaces to export data from instruments to electronic storage,Configures modules to automate the export of analytical data to electronic storage,N/A
INF,1,8,Data exchange and interoperability competencies ensure the electronic exchange of laboratory data with data partners.,8.02,Electronic messaging,Describes use of predefined modules to deliver predefined messages to partners,Performs predefined queries of analytical data for electronic messaging,Develops ad hoc queries for electronic messaging,Maps electronic data to form messages consistent with client message structure  format and vocabulary for export,N/A
INF,1,8,Data exchange and interoperability competencies ensure the electronic exchange of laboratory data with data partners.,8.03,Electronic messaging transport,Describes predefined electronic messaging transport protocols*,Sends automated electronic results to partners according to established electronic messaging transport protocols,Determines secure electronic messaging transport protocols,Ensures the use of secure electronic messaging transport protocols,N/A
INF,1,8,Data exchange and interoperability competencies ensure the electronic exchange of laboratory data with data partners.,8.04,Message vocabulary,Describes vocabulary necessary for data exchange,Verifies local codes are pre-mapped to nationally accepted standard codes for test requests and test results,Evaluates processes that automate the linking of local and national codes,Automates the mapping of test codes and results to all standardized notifiable diseases and conditions,N/A
INF,1,8,Data exchange and interoperability competencies ensure the electronic exchange of laboratory data with data partners.,8.05,Test order creation,Describes standard test order vocabulary,Communicates test orders with partners using predefined modules,Manages the automation of test orders in collaboration with partners,Develops protocols for automated electronic test order creation,N/A
INF,1,8,Data exchange and interoperability competencies ensure the electronic exchange of laboratory data with data partners.,8.06,Test order receipt and notification,Describes standard test order receipt and notification vocabulary,Processes test orders received from partners using predefined modules,Manages the automation of test order receipts and notification in collaboration with partners,Develops protocols for electronic test order receipts and notification,N/A
INF,1,8,Data exchange and interoperability competencies ensure the electronic exchange of laboratory data with data partners.,8.07,Test results reporting,Describes standard test results vocabulary,Communicates test results with partners using predefined modules,Manages the automation of test results reporting in collaboration with partners,Develops protocols for electronic test order results reporting,N/A
INF,1,8,Data exchange and interoperability competencies ensure the electronic exchange of laboratory data with data partners.,8.08,Test results acknowledgment,Describes test results receipt acknowledgment,Verifies test results receipt with partners using predefined modules,Manages the automation of test results receipts in collaboration with partners,Develops protocols for electronic test results receipts,N/A
INF,1,8,Data exchange and interoperability competencies ensure the electronic exchange of laboratory data with data partners.,8.09,Exchange networks,Describes exchange networks,Performs routine data exchange using predefined modules,Troubleshoots exchange network interfacing,Manages the workflow and operation of exchange networks according to information exchange standards,N/A
INF,1,9,Statistical analysis and surveillance competencies ensure generation of statistical analyses of analytical results for health surveillance.,9.01,Meta data and demographic data,Enters meta data and demographic data associated with laboratory testing,Verifies the collection and editing of meta data and demographic data using predefined modules,Ensures the ability to capture  retrieve  and link meta data and demographic data associated with laboratory testing,Develops modules and workflows to electronically capture  retrieve  and link meta data and demographic data associated with laboratory testing,N/A
INF,1,9,Statistical analysis and surveillance competencies ensure generation of statistical analyses of analytical results for health surveillance.,9.02,Statistical analysis,Explains how automated statistical evaluation tools link meta data and demographic data within reports,Performs predefined queries on collected data for predefined statistical analyses to link meta data and demographic data within reports,Develops ad hoc queries to collect extracts of data for unique statistical analyses to link meta data and demographic data within reports,Writes code or procedure code for third-party software to automate the querying and reporting of statistical data to link meta data and demographic data within reports,N/A
INF,1,9,Statistical analysis and surveillance competencies ensure generation of statistical analyses of analytical results for health surveillance.,9.03,Laboratory performance analyses,Describes the production of laboratory performance reports,Provides reporting and evaluation of laboratory program performance data using predefined reports,Develops ad hoc statistical analyses to evaluate key performance indicators,Develops workflows and automation tools to ensure the implementation of laboratory performance-based analyses,N/A
INF,1,9,Statistical analysis and surveillance competencies ensure generation of statistical analyses of analytical results for health surveillance.,9.04,Spatial data,Describes modules for entering geographic information system (GIS) data,Uses predefined tools to integrate GIS data with laboratory testing results and with meta and demographic data,Evaluates the availability of validated tools to integrate GIS data with laboratory testing results and with meta and demographic data,Develops modules for LIMS-associated or third-party software to integrate GIS data with laboratory testing results and with meta and demographic data,N/A
INF,1,10,Billing for laboratory services competencies ensure management of billing for laboratory services.,10.01,Billing data,Links existing billing code(s) with associated laboratory services at time of accessioning,Troubleshoots billing data associated with laboratory services,Evaluates the automated capability to link billing data with laboratory services,Develops workflows and modules to manage the collection of financial data,N/A
INF,1,10,Billing for laboratory services competencies ensure management of billing for laboratory services.,10.02,Accounts receivable,Enters billing data in an accounts receivable program,Performs advanced functions of automated electronic billing and linking of laboratory services to accounts receivable systems,Manages accounts receivable systems regarding billing of services rendered,Develops workflows and modules to automate the integration of billing information with accounts receivable software and financial services,N/A
INF,1,10,Billing for laboratory services competencies ensure management of billing for laboratory services.,10.03,Cost of testing and other laboratory services,Identifies accounting codes assigned for laboratory services rendered,Verifies that correct accounting codes are consistent with the cost of services and are linked to laboratory services rendered,Manages accounts for cost of laboratory services to individual customers,Develops workflows and modules to track the cost of laboratory services with customers and to manage the accounts receivable system,N/A
INF,1,10,Billing for laboratory services competencies ensure management of billing for laboratory services.,10.04,Integration of laboratory billing with enterprise-wide billing,Describes billing functions for multiple systems that handle billing of laboratory services,Verifies that accounting of laboratory services is being collected from disparate systems,Evaluates centralized functionality regarding an enterprise-wide capability to account for costs,Develops workflows and systems to consolidate cross-enterprise billing and accounting for laboratory services,N/A
INF,1,10,Billing for laboratory services competencies ensure management of billing for laboratory services.,10.05,Budgeting,Describes billing modules,Performs routine reporting of billing and revenue data for fiscal analyses,Generates detailed budgetary summaries of billing data,Develops systems to link billing data for budgeting and trend analysis,N/A
INF,1,11,Contract and grant management competencies ensure management of grants and contractual instruments.,11.01,Document management systems,Describes centralized electronic document management systems that track and store grants  contractual instruments and project management materials,Verifies the entry and timeliness of laboratory program deliverables into document management systems,Evaluates document management systems to recommend improvements and efficiency and to meet contractual and grant obligations,Develops enterprise-wide workflows and communications to ensure an automated and secure document management system for grants and contractual instruments,N/A
INF,1,11,Contract and grant management competencies ensure management of grants and contractual instruments.,11.02,Contractual instruments,Describes informatics support available to laboratory through contractual instruments,Verifies the use of existing contractual instruments,Manages contractual instruments,Creates contractual instruments with partners to ensure informatics and information technology (IT) needs are captured,N/A
INF,1,11,Contract and grant management competencies ensure management of grants and contractual instruments.,11.03,Activity tracking,Describes informatics contractual and grant deliverables,Tracks activities and deliverables of grants and contractual instruments using predefined electronic modules,Evaluates the laboratory’s ability to track delivery of individual informatics components related to budgetary  personnel  legal and laboratory procedures and processes,Develops systems to define  organize  monitor and track the activities of grants and contractual instruments with outside parties using electronic processes,N/A
INF,1,11,Contract and grant management competencies ensure management of grants and contractual instruments.,11.04,Enterprise-wide systems,Describes contractual informatics instruments relevant to the enterprise,Explains contractual instruments developed for individual laboratory programs for enterprise management,Evaluates informatics contractual instruments with outside parties using electronic documentation processes,Develops an enterprise-wide approach to information systems implementation,N/A
INF,1,12,Training  education and resource management competencies ensure management of training  education and information resources.,12.01,Electronic master record,Accesses electronic information on staff training  education and capabilities,Verifies that electronic documentation of training  education and management of educational resources is up to date,Evaluates that electronic documentation of training  education and related information meets operational requirements,Develops modules to ensure electronic content  access and security exist to meet the educational needs of the laboratory,N/A
INF,1,12,Training  education and resource management competencies ensure management of training  education and information resources.,12.02,Resource summaries,Lists available electronic reports that summarize laboratory resources  including staff,Verifies that electronic reports regarding laboratory resources are accurate and complete,Evaluates the need for additional and revised reports on laboratory resources,Develops modules to ensure electronic summary reports of laboratory resources are available,N/A
INF,1,12,Training  education and resource management competencies ensure management of training  education and information resources.,12.03,Workforce development,Describes informatics systems for tracking documented staff needs and knowledge gained from training opportunities,Verifies that informatics processes remain up-to-date and demonstrate the acquired informatics capabilities of staff,Evaluates laboratory informatics needs to ensure the existence of resources and avenues to support staff education and training,Develops informatics programs to ensure that staff education and training is aligned with the business needs and directions for laboratory services and the professional growth of staff,N/A
INF,1,12,Training  education and resource management competencies ensure management of training  education and information resources.,12.04,Training activities for external partners,Describes existing electronic documentation on trainings offered to external partners,Verifies electronic documentation on training activities for external partners are accurate and complete,Evaluates electronic training activities for external partners to ensure they meet current and future requirements,Develops electronic training materials and associated documentation for external partners,N/A
INF,1,12,Training  education and resource management competencies ensure management of training  education and information resources.,12.05,Knowledge management (KM),Describes own role(s) in supporting the collective knowledge within a laboratory program,Verifies the participation and integration of program staff to ensure electronic KM within the organization,Evaluates the effectiveness of electronic KM practices organizationally,Develops a strategy for the creation  collection and management of KM performance measures electronically,N/A
INF,1,12,Training  education and resource management competencies ensure management of training  education and information resources.,12.06,Lifecycle management strategy for IT investments,Describes laboratory IT project management resources,Ensures the use of IT project management resources,Evaluates staff compliance with a comprehensive lifecycle management strategy for IT investments,Develops a comprehensive laboratory IT lifecycle management strategy,N/A
INF,1,12,Training  education and resource management competencies ensure management of training  education and information resources.,12.07,Informatics communication strategy,Describes the strategy for communicating with internal and external partners regarding informatics capabilities and resourcing priorities,Ensures the implementation of the communication strategy,Evaluates staff compliance with the communication strategy,Develops a strategy for communication of informatics capabilities and resourcing priorities to internal and external partners,N/A
INF,1,13,Laboratory certifications  accreditations and licensing competencies ensure adherence to local  national and international certification  accreditation and licensing,13.01,Certification  accreditation and licensing (CAL) compliance,Explains applicable CAL electronic data requirements related to work area,Verifies the implementation of predefined data processing standards and form management associated with CAL for a laboratory program,Evaluates electronic data processing standards in order to ensure laboratory adherence to current and new CAL requirements,Develops workflows and modules to automate laboratory adherence to data processing standards associated with CAL,N/A
INF,1,13,Laboratory certifications  accreditations and licensing competencies ensure adherence to local  national and international certification  accreditation and licensing,13.02,External certification,Enters data into predefined modules,Verifies performance of predefined electronic systems regarding external certifications,Evaluates current capabilities to manage external certifications and future needs,Develops electronic modules to automate the management of external certifications,N/A
INF,1,13,Laboratory certifications  accreditations and licensing competencies ensure adherence to local  national and international certification  accreditation and licensing,13.03,Privacy and security,Describes electronic standards for own job classification related to the privacy and security of protected information,Ensures that individual laboratory programs adhere to electronic security and privacy standards,Evaluates individual electronic security and privacy standards that the laboratory must meet,Develops workflows and modules to ensure electronic systems meet security and privacy standards and adhere to regulatory requirements,N/A
INF,1,14,Customer relationship management competencies ensure management of customer relationships.,14.02,Tracking laboratory errors and information requests,Describes predefined modules to record laboratory errors and information requests,Verifies the implementation of predefined modules to record laboratory errors and information requests,Evaluates current and future needs to track and perform ad hoc queries on laboratory errors and information requests,Develops workflow and modules that automate the collection of data to track and to perform ad hoc queries and reporting of laboratory errors and information requests,N/A
INF,1,14,Customer relationship management competencies ensure management of customer relationships.,14.03,Tracking corrective actions and reports,Describes predefined modules that summarize reporting and corrective actions,Verifies the implementation of predefined modules to summarize corrective actions and generate reports,Evaluates current and future needs to track  perform ad hoc queries and provide reports regarding corrective actions,Develops workflow and modules that automate the collection of data to track and to perform ad hoc queries and reporting of correction actions,N/A
INF,1,15,QC and QA management competencies ensure management of quality control and quality assurance processes.,15.01,QC data associated with sample results,Describes predefined modules that collect QC data associated with sample results,Verifies the electronic set-up  extraction and transmission of QC data using predefined modules and data capture utilities for automated instruments,Evaluates automated systems for QC data set up  extraction and transmission,Develops automated processes for QC data set up  extraction and transmission,N/A
INF,1,15,QC and QA management competencies ensure management of quality control and quality assurance processes.,15.02,Data review and validation,Lists QC data that are collected electronically to support validation of test results,Performs review and validation of data,Ensures final data are configured using rules-based functionality prior to release to customers,Develops workflows and modules to assist in automating the validation of test results,N/A
INF,1,15,QC and QA management competencies ensure management of quality control and quality assurance processes.,15.03,Data trending,Enters QC data to support tracking  trending and analysis of method accuracy and precision,Verifies the use of automated software to support analysis of QC data related to tracking  trending and analysis of method accuracy and precision,Evaluates automated tracking  trending and analysis of method accuracy and precision,Develops the workflows and automation processes to support automated tracking  trending and analysis of method accuracy and precision,N/A
INF,1,15,QC and QA management competencies ensure management of quality control and quality assurance processes.,15.04,QC reporting,Uses predefined modules to produce electronic and paper results that include QC data associated with test runs,Verifies the reporting and evaluation of QC data associated with analytical testing using predefined modules,Evaluates automated reporting of QC data associated with analytical batches,Develops reports that meet method requirements and customer needs to capture and deliver QC data in multiple formats and messages,N/A
INF,1,15,QC and QA management competencies ensure management of quality control and quality assurance processes.,15.05,QA and QMS,Describes organizational structure  policies  processes  procedures and resources that address QA related to informatics activities,Performs day-to-day oversight of organizational structure  policies  processes  procedures and resources that address QA- and QMS-related to informatics activities,Evaluates organizational structure  policies  processes  procedures and resources that address QA- and QMS-related to informatics activities,Develops informatics workflows and the organizational structure  policies  processes  procedures and resources to address QMS and QA related to informatics activities,N/A
INF,1,15,QC and QA management competencies ensure management of quality control and quality assurance processes.,15.06,Responses to QC data,Describes data elements needed to support automated autoalerts  qualifiers or triggering of responses to QC data,Verifies that data to support autoalerts  qualifiers or triggering of responses to QC data are associated with test results,Validates data elements using configurable rules-based functionality to provide autoalerts  qualifiers or triggering of responses to QC data,Develops automated workflows to provide auto-alerts  qualifiers and triggering of responses to QC data,N/A
INF,1,16,Laboratory safety and accident investigation competencies ensure management of laboratory safety and accident investigations.,16.01,Hazardous materials management,Describes electronic data entry and access to hazardous material locations  safety data sheets (SDS)  procedures  disposal records current practice standards and master records,Verifies the central management of hazardous materials using predefined electronic modules for reporting and tracking,Evaluates the electronic  centralized management of hazardous materials,Develops an electronic  centralized system to manage hazardous materials,N/A
INF,1,16,Laboratory safety and accident investigation competencies ensure management of laboratory safety and accident investigations.,16.02,Incident tracking,Describes predefined modules to track incidents,Ensures staff compliance with electronic reporting of laboratory safety activities and accident investigations,Manages laboratory electronic safety and accident investigation processes and procedures,Develops electronic workflows  processes  and procedures to track and manage safety and accident investigations,N/A
INF,1,16,Laboratory safety and accident investigation competencies ensure management of laboratory safety and accident investigations.,16.03,Select agent management,Describes national select agents,Ensures staff compliance with regulations associated with national policy for select agents,Evaluates processes to adhere to national policy for select agents,Develops policy for select agents,N/A
INF,1,16,Laboratory safety and accident investigation competencies ensure management of laboratory safety and accident investigations.,16.04,Hazardous material alerts,Describes system alerts associated with hazardous materials,Verifies the generation of package and sample labels once an alert is received electronically,Evaluates current and future electronic hazardous material alerts requirements,Develops electronic modules to manage and track activities associated with hazardous material alerts,N/A
INF,1,16,Laboratory safety and accident investigation competencies ensure management of laboratory safety and accident investigations.,16.05,Hazardous risk management,Lists electronic central documents that define laboratory processes related to hazardous risk management,Verifies that documentation systems track laboratory processes related to hazardous risk management,Evaluates the documentation systems for laboratory processes related to hazardous risk management,Develops task workflow analyses to ensure the electronic management of hazardous risks,N/A
INF,1,17,Laboratory mutual assistance and disaster recovery competencies ensure management of laboratory mutual assistance and disaster recovery.,17.01,Continuity of Operations Plan (COOP),Outlines coverage of informatics and IT services within the laboratory’s COOP,Verifies that laboratory program responsibilities are carried out during the implementation of a COOP,Evaluates the informatics and IT aspects of the laboratory COOP to ensure they are complete and up-to-date,Develops informatics COOP workflows and procedures to restore informatics and IT support,N/A
INF,1,17,Laboratory mutual assistance and disaster recovery competencies ensure management of laboratory mutual assistance and disaster recovery.,17.02,COOP contractual instruments,Describes COOP formal contractual instruments involving informatics,Verifies the performance of laboratory program informatics responsibilities pertaining to COOP contractual instruments,Manages the documentation supporting existing informatics contractual instruments pertaining to disaster recovery and mutual assistance through drills,Develops work plans and project management processes to ensure that comprehensive informatics contractual instruments are in place,N/A
INF,1,17,Laboratory mutual assistance and disaster recovery competencies ensure management of laboratory mutual assistance and disaster recovery.,17.03,Electronic catalogue of capacities and services,Explains the importance of a catalogue of electronic capabilities and services  and of schedules for testing their effectiveness during disaster recovery and emergency situations,Verifies the accuracy and access to a catalogue of electronic capabilities  services and schedules for testing their effectiveness during disaster recovery and emergency situations,Evaluates electronic catalogue capabilities  services and schedules for testing their effectiveness during disaster recovery and emergency situations,Develops workflows and project management processes to validate the electronic catalogue of capabilities  services  schedules and testing of effectiveness during disaster recovery and emergency situations,N/A
INF,1,18,Core IT products and services competencies ensure management of core IT hardware  software and services.,18.01,Client-side systems and software,Employs client-side computer systems including LIMS access protocols and routine office software,Verifies the correct use of LIMS and advanced use of office software,Evaluates modifications  upgrades and new releases to laboratory instrument software and systems,Evaluates client-side options regarding LIMS installation  management and use,N/A
INF,1,18,Core IT products and services competencies ensure management of core IT hardware  software and services.,18.02,Electronic communication,Describes communication tools for electronic information,Determines content for electronic information communication tools,Evaluates the use and requirements of electronic information communication tools,Develops the technology to support electronic information communication tools,N/A
INF,1,18,Core IT products and services competencies ensure management of core IT hardware  software and services.,18.03,Enterprise-wide LIMS availability,Describes LIMS management processes,Verifies LIMS processes for data collection  data processing and reporting for laboratory business needs,Evaluates LIMS functionality to meet laboratory and customer needs,Manages the continuous availability and development of an enterprise-wide LIMS to ensure a fully functional and mature system,N/A
INF,1,18,Core IT products and services competencies ensure management of core IT hardware  software and services.,18.04,Networking,Describes network access protocols and use of the laboratory network,Verifies laboratory use of predefined network protocols,Evaluates the use of networks to support laboratory activities,Manages the administration of network servers,N/A
INF,1,18,Core IT products and services competencies ensure management of core IT hardware  software and services.,18.05,IT help desk,Describes access to available IT support,Documents the delivery of support to laboratory programs,Evaluates IT support needed for laboratory operations,Develops formal contractual instruments  workflows and project management processes for the delivery of IT support throughout the laboratory,N/A
INF,1,18,Core IT products and services competencies ensure management of core IT hardware  software and services.,18.06,Software development life cycle (SDLC),Describes the processes to use and improve electronic laboratory workflows and algorithms,Verifies needs for software process improvements,Evaluates the resources that impact the SDLC,Manages the SDLC at the enterprise-level  including change management,N/A
INF,1,18,Core IT products and services competencies ensure management of core IT hardware  software and services.,18.07,Enterprise integration engine,Lists predefined functions that use an integration engine,Verifies the use of predefined integration engine modules,Evaluates integration functions with partners and customers,Develops automated workflows and processes regarding data capture and use of an integration engine to message data,N/A
INF,1,18,Core IT products and services competencies ensure management of core IT hardware  software and services.,18.08,Legacy data systems,Defines legacy data systems,Verifies access to  and use of  legacy data systems,Evaluates the accessibility and searchability of legacy data,Develops workflows and processes to ensure that legacy data are accessible and searchable,N/A
INF,1,18,Core IT products and services competencies ensure management of core IT hardware  software and services.,18.09,LIMS communication with third-party data systems,Describes predefined modules to support LIMS communication with third-party data systems,Verifies the proper use of predefined modules to support LIMS communication with third-party data systems,Evaluates the ability of the LIMS to communicate with third-party data systems,Develops workflows and processes to support LIMS communications with third-party systems,N/A
INF,1,18,Core IT products and services competencies ensure management of core IT hardware  software and services.,18.10,Access and audit trails,Describes modules that provide a view of audit trails,Verifies staff access to electronic audit trails,Evaluates the ability of the LIMS to manage access and audit trails,Develops protocols to manage access and audit trails,N/A
