code,assessment_version,competency_value,competency_text,subcompetency_value,subcompetency_text,beginner,competent,proficient,expert,na
MLD,1,3,Financial management competencies ensure sound financial management.,3.05,Resource management,Uses workplace resources efficiently,Optimizes use of laboratory program resources,Manages resources for the laboratory,Oversees the policies  processes and procedures related to resource management,N/A
MLD,1,4,Human resource management competencies ensure management of human resources.,4.01,Human resource policies,Complies with human resource rules and requirements,Enforces human resource requirements and policies,Manages human resource requirements and policies,Oversees the policies  processes and procedures related to the human resource system,N/A
MLD,1,4,Human resource management competencies ensure management of human resources.,4.02,Equal Employment Opportunity (EEO) (or other national or international labor standards on equality of opportunity and treatment),Describes the EEO process,Promotes EEO requirements and policies,Manages EEO requirements and policies,Oversees the policies  processes and procedures related to EEO in the human resource system,N/A
MLD,1,4,Human resource management competencies ensure management of human resources.,4.03,Position descriptions,Provides input into job description content,Evaluates position descriptions for congruency with job functions,Manages the development and implementation processes for position descriptions,Oversees a system of position description development and implementation to maximize staff competence and meet operational requirements,N/A
MLD,1,4,Human resource management competencies ensure management of human resources.,4.04,Staff licensure,Describes the basic education  skills and certifications for laboratory staff licensure requirements,Maintains a process to ensure that staff meet licensure requirements,Performs ongoing gap analysis to address staff licensure requirements,Ensures staff compliance with licensure laws and regulations,N/A
MLD,1,4,Human resource management competencies ensure management of human resources.,4.05,Competency assessment,Participates in competency assessments,Conducts the competency assessment program,Evaluates the competency assessment program,Ensures that staff competence levels are commensurate with job functions,N/A
MLD,1,4,Human resource management competencies ensure management of human resources.,4.06,Performance feedback,Participates in communications with peers and supervisors regarding performance,Integrates performance feedback into work routines,Monitors staff progress on agreed-upon performance parameters,Ensures that a system is in place that values honest and open communication about performance,N/A
MLD,1,4,Human resource management competencies ensure management of human resources.,4.07,Performance appraisal process,Describes how the formal performance appraisal process impacts laboratory operations,Participates in performance appraisals,Evaluates effectiveness of the performance appraisal process in improving laboratory productivity and practice,Oversees the continuous improvement of the performance management system,N/A
MLD,1,4,Human resource management competencies ensure management of human resources.,4.08,Conflict resolution,Identifies the need for management intervention in conflict resolution,Resolves conflicts in a fair and equitable manner,Integrates mechanisms to support cooperation and manage conflict across the laboratory,Oversees the policies  processes and procedures to ensure the fair and equitable resolution of conflicts,N/A
MLD,1,4,Human resource management competencies ensure management of human resources.,4.09,Progressive discipline,Describes the steps of the progressive discipline process,Participates in progressive discipline process,Analyzes the use of progressive discipline within the laboratory,Ensures that the progressive discipline system is used to mitigate disciplinary issues,N/A
MLD,1,4,Human resource management competencies ensure management of human resources.,4.10,Professional development,Participates in professional development activities,Contributes to professional development activities,Assesses professional development gaps to ensure and support staff competency development,Oversees the policies  processes and procedures to encourage and address professional development,N/A
MLD,1,4,Human resource management competencies ensure management of human resources.,4.11,Staff advancement,Explains the policies and procedures related to staff advancement,Recommends staff for advancement,Develops criteria for staff advancement,Ensures that staff function in roles commensurate with experience  skill set and proficiency,N/A
MLD,1,4,Human resource management competencies ensure management of human resources.,4.12,Succession planning,Recognizes the importance of succession planning,Implements staff development plans that align with the laboratory’s succession plan,Develops succession plans that consider current and future needs,Oversees the policies  processes and procedures related to the creation and implementation of succession plans,N/A
MLD,1,5,Leadership competencies model leadership behavior.,5.01,Ethical practices and professional code of conduct,Applies ethical principles and a professional code of conduct to the workplace,Serves as a role model of ethical and professional behavior by consistently conforming to the highest standards and practices,Ensures staff compliance with the policies and procedures related to ethical practices and a professional code of conduct,Fosters the policies  processes and procedures related to ethical practices and a professional code of conduct,N/A
MLD,1,5,Leadership competencies model leadership behavior.,5.02,Communication,Employs active communication skills,Communicates information and feedback to colleagues and management staff,Ensures the open and frequent exchange of communication between laboratory staff,Fosters a culture of open and frequent communication,N/A
MLD,1,5,Leadership competencies model leadership behavior.,5.03,Teamwork and collaboration,Describes the value of collaboration in the workplace,Collaborates with team members within a laboratory program,Leads cross-functional teams to accomplish projects,Creates a workplace environment that encourages teamwork and collaboration,N/A
MLD,1,5,Leadership competencies model leadership behavior.,5.04,Staff engagement,Participates in activities to support the laboratory’s goals,Implements activities that support staff engagement,Develops programs that support a culture of staff engagement,Fosters a culture of staff engagement and commitment,N/A
MLD,1,5,Leadership competencies model leadership behavior.,5.05,Staff recognition,Participates in staff recognition programs,Contributes to the effectiveness of staff recognition programs,Develops staff recognition programs,Fosters a culture that ensures staff recognition,N/A
MLD,1,5,Leadership competencies model leadership behavior.,5.06,Coaching and mentoring,Describes the benefits of coaching and mentoring,Participates in coaching and mentoring of staff,Establishes coaching and mentoring programs,Fosters a culture where coaching and mentoring are deeply rooted,N/A
MLD,1,5,Leadership competencies model leadership behavior.,5.07,Critical thinking,Develops basic critical thinking skills,Applies critical thinking to develop effective solutions to problems,Leads critical thinking activities to achieve improvements in laboratory processes,Fosters an environment that integrates critical thinking,N/A
MLD,1,5,Leadership competencies model leadership behavior.,5.08,Systems thinking,Describes systems thinking,Applies systems thinking when approaching projects and problem solving,Incorporates systems thinking into directing laboratory operations,Fosters an environment that integrates systems thinking,N/A
MLD,1,5,Leadership competencies model leadership behavior.,5.9,Strategic thinking,Describes strategic thinking,Provides input into strategic thinking and decision-making processes,Integrates strategic thinking into decisions and long-term planning regarding laboratory operations,Fosters an environment that integrates strategic thinking,N/A
MLD,1,5,Leadership competencies model leadership behavior.,5.10,Change management,Describes the value of change,Implements change management initiatives within a laboratory program,Leads the development of change management initiatives with the laboratory,Fosters a culture that continuously assesses change opportunities for sustaining the mission,N/A
MLD,1,5,Leadership competencies model leadership behavior.,5.11,Advocacy,Describes the mission  vision and activities of the laboratory to external stakeholders,Collaborates with external stakeholders,Identifies gaps in engagement with external stakeholders to support the activities of the laboratory,Develops strategies to engage external stakeholders to accomplish the mission  vision and activities of the laboratory,N/A
MLD,1,5,Leadership competencies model leadership behavior.,5.12,External policy development,Describes impacts of external policies related to the organization’s mission,Communicates with stakeholders to exchange policy input,Promotes external policy development to support the organization’s mission and vision,Fosters relationships with strategic partners to secure laboratory-inclusive policies consistent with the organization’s mission and vision,N/A
MLD,1,5,Leadership competencies model leadership behavior.,5.13,Promotion of the health of populations,Recognizes the need for partnerships to promote the health of populations,Identifies potential partnerships to promote the health of populations,Facilitates participation of key stakeholders to promote the health of populations,Fosters partnerships with key stakeholders to promote the health of populations affected by laboratory services,N/A
