code,assessment_version,competency_value,competency_text,subcompetency_value,subcompetency_text,beginner,competent,proficient,expert,na
MCB,1,3,Pre-examination competencies ensure assessment of microbiological samples during the pre-examination phase.,3.02,Packaging and shipping,Performs packing and shipping of Category A and Category B infectious substances,Explains packing and shipping of Category A and Category B infectious substances,Ensures staff compliance with policies  processes and procedures regarding the packing and shipping of Category A and Category B infectious substances,Develops policies  processes and procedures to ensure staff compliance with packing and shipping regulations concerning Category A and Category B infectious substances,N/A
MCB,1,3,Pre-examination competencies ensure assessment of microbiological samples during the pre-examination phase.,3.03,Material transport,Describes the importance of adhering to established policies  processes and procedures regarding microbiological material transport,Explains microbiological material transport policies  processes and procedures,Develops microbiological material transport processes and procedures,Oversees the policies  processes and procedures regarding microbiological material transport,N/A
MCB,1,3,Pre-examination competencies ensure assessment of microbiological samples during the pre-examination phase.,3.04,Biological threats,Describes policies  processes and procedures for the identification  handling  safety  appropriateness and triage of samples containing agents of concern,Adheres to policies  processes and procedures regarding the identification  handling  safety  appropriateness and triage of samples containing agents of concern,Ensures staff compliance with policies  processes and procedures regarding the identification  handling  safety  appropriateness and triage of samples containing agents of concern,Oversees the policies  processes and procedures regarding the identification  handling  safety  appropriateness and triage of samples containing agents of concern,N/A
MCB,1,3,Pre-examination competencies ensure assessment of microbiological samples during the pre-examination phase.,3.05,Accessioning and receipt,Performs procedures for accessioning and receipt of microbiological samples,Explains policies  processes and procedures regarding accessioning and receipt of microbiological samples,Develops processes and procedures for microbiological sample accessioning and receipt,Oversees the policies  processes and procedures regarding microbiological sample accessioning and receipt,N/A
MCB,1,3,Pre-examination competencies ensure assessment of microbiological samples during the pre-examination phase.,3.06,Sample tracking,Performs systematic tracking of microbiological samples from receipt to final disposition,Explains policies  processes and procedures for the systematic tracking of microbiological samples from receipt to final disposition,Develops processes and procedures for the systematic tracking of microbiological samples from receipt to final disposition,Oversees the policies  processes and procedures for the systematic tracking of microbiological samples from receipt to final disposition,N/A
MCB,1,3,Pre-examination competencies ensure assessment of microbiological samples during the pre-examination phase.,3.07,Sample evaluation and appropriateness for testing,Assesses sample appropriateness for a particular microbiological examination,Explains appropriateness of routine and non-routine samples for microbiological examination,Develops processes and procedures for assessment of routine and non-routine sample appropriateness for microbiological examination,Oversees the policies  processes and procedures regarding assessment of routine and non-routine sample appropriateness for microbiological examination,N/A
MCB,1,3,Pre-examination competencies ensure assessment of microbiological samples during the pre-examination phase.,3.08,Testing workflow*,Adheres to policies  processes and procedures regarding testing workflow,Explains policies  processes and procedures regarding testing workflow,Ensures staff compliance with policies  processes and procedures related to testing workflow,Establishes policies  processes and procedures related to testing workflow,N/A
MCB,1,3,Pre-examination competencies ensure assessment of microbiological samples during the pre-examination phase.,3.09,Nucleic Acid Amplification Tests (NAAT) workflow (facility specific),Adheres to policies  processes and procedures regarding NAAT workflow,Explains policies  processes and procedures regarding NAAT workflow  including pre- and post-amplification areas,Ensures staff compliance with policies  processes and procedures regarding NAAT workflow,Establishes policies  processes and procedures for NAAT workflow,N/A
MCB,1,3,Pre-examination competencies ensure assessment of microbiological samples during the pre-examination phase.,3.10,Sample set-up,Performs sample set-up procedures for microbiological examinations,Explains sample set-up for microbiological examinations,Develops processes and procedures regarding sample set-up for microbiological examinations,Oversees the policies  processes and procedures regarding sample set-up for microbiological examinations,N/A
MCB,1,3,Pre-examination competencies ensure assessment of microbiological samples during the pre-examination phase.,3.11,Sample storage and handling,Performs procedures for microbiological sample storage and handling prior to examination,Explains procedures for microbiological sample storage and handling prior to examination,Develops processes and procedures for microbiological sample storage and handling prior to examination,Oversees the policies  processes and procedures regarding microbiological sample storage and handling prior to examination,N/A
MCB,1,3,Pre-examination competencies ensure assessment of microbiological samples during the pre-examination phase.,3.12,Epidemiologic collaboration,Describes which microbiological examination requests require epidemiologic notification and consultation,Reports to epidemiologists when microbiological examination requests warrant notification,Ensures staff compliance with policies  processes and procedures for notification and consultation with epidemiologists regarding microbiological examination requests,Oversees the policies  processes and procedures for notification and consultation with epidemiologists regarding microbiological examination requests,N/A
MCB,1,4,Examination competencies ensure assessment of microbiological samples during the examination phase.,4.01,Preparation of culture media,Prepares culture media according to policies  processes and procedures,Explains the preparation of culture media,Ensures staff compliance with policies  processes and procedures regarding quality practices for media preparation,Oversees the policies  processes and procedures for media preparation,N/A
MCB,1,4,Examination competencies ensure assessment of microbiological samples during the examination phase.,4.02,Selection of media,Selects media according to procedures,Explains the media selection process,Ensures staff compliance with policies  processes and procedures regarding quality practices for media selection,Oversees the policies  processes and procedures regarding media selection,N/A
MCB,1,4,Examination competencies ensure assessment of microbiological samples during the examination phase.,4.03,Culture inoculation,Performs culture inoculation using aseptic techniques,Explains how to inoculate cultures using aseptic technique,Ensures staff compliance with policies  processes and procedures regarding quality practices for culture inoculation,Oversees the policies  processes and procedures regarding culture inoculation,N/A
MCB,1,4,Examination competencies ensure assessment of microbiological samples during the examination phase.,4.04,Microscopic examination with morphological characteristics,Recognizes the morphological characteristics of different organisms,Explains morphological identification and differentiating organisms from artifacts,Ensures staff compliance with policies  processes and procedures regarding quality practices for morphological identification,Oversees the policies  processes and procedures regarding morphological identification,N/A
MCB,1,4,Examination competencies ensure assessment of microbiological samples during the examination phase.,4.05,Culture growth characteristics,Recognizes growth characteristics of microorganisms,Explains how to identify growth characteristics of microorganisms,Ensures staff compliance with policies  processes and procedures regarding quality practices for identifying microorganism growth characteristics,Oversees the policies  processes and procedures for interpretation of microorganism growth characteristics,N/A
MCB,1,4,Examination competencies ensure assessment of microbiological samples during the examination phase.,4.06,Manual identification and susceptibility testing methods,Performs identification and susceptibility testing using manual methods,Explains the performance of identification and susceptibility testing using manual methods,Ensures staff compliance with policies  processes and procedures regarding quality practices for performing identification and susceptibility testing using manual methods,Oversees the policies  processes and procedures regarding the performance of identification and susceptibility testing using manual methods,N/A
MCB,1,4,Examination competencies ensure assessment of microbiological samples during the examination phase.,4.07,Automated identification and susceptibility testing systems,Performs identification and susceptibility testing using automated systems,Explains the performance of identification and susceptibility testing using automated systems  including how to utilize algorithms to determine additional testing,Ensures staff compliance with policies  processes and procedures regarding quality practices for performing identification and susceptibility testing using automated systems,Oversees the policies  processes and procedures regarding the performance of identification and susceptibility testing using automated systems,N/A
MCB,1,4,Examination competencies ensure assessment of microbiological samples during the examination phase.,4.08,Agent-specific antigen detection,Performs antigen detection methods,Explains how to perform antigen detection methods,Ensures staff compliance with policies  processes and procedures regarding quality practices for antigen detection methods,Oversees the policies  processes and procedures for antigen detection,N/A
MCB,1,4,Examination competencies ensure assessment of microbiological samples during the examination phase.,4.09,Nucleic acid (NA) sequencing of infectious agents,Performs NA sequencing of infectious agents,Explains the performance of NA sequencing for the identification of infectious agents,Ensures staff compliance with policies  processes and procedures regarding quality practices for NA sequencing of infectious agents  including the selection and utilization of databases,Oversees the policies  processes and procedures regarding NA sequencing and sequence-based identification,N/A
MCB,1,4,Examination competencies ensure assessment of microbiological samples during the examination phase.,4.10,Strain typing methods,Performs strain typing,Explains how to perform strain typing,Ensures staff compliance with policies  processes and procedures regarding quality practices for strain typing,Oversees the policies  processes and procedures regarding strain typing,N/A
MCB,1,4,Examination competencies ensure assessment of microbiological samples during the examination phase.,4.11,Rule-out testing for agents of concern,Explains the policies  processes and procedures regarding rule-out testing and referral,Performs rule-out testing and referral for identification  confirmation  and characterization of agents of concern,Ensures the laboratory responds quickly to needs for rapid testing with timely notification and secure messaging of results,Oversees the policies  processes and procedures regarding rule-out testing and referral,N/A
MCB,1,4,Examination competencies ensure assessment of microbiological samples during the examination phase.,4.12,Quality control (QC) analysis,Performs QC activities,Interprets QC data prior to reporting results,Examines QC data over time to establish QC ranges and limits,Ensures the QC program adheres to regulatory requirements,N/A
MCB,1,5,Post-examination competencies ensure performance of post-examination procedures of microbiological testing.,5.01,QC evaluation,Assembles QC data for evaluation,Evaluates QC data for a given data reporting period,Ensures staff compliance with established policies  processes and procedures for QC evaluation activities,Oversees the policies  processes and procedures related to QC evaluation activities,N/A
MCB,1,5,Post-examination competencies ensure performance of post-examination procedures of microbiological testing.,5.02,Test analysis and results interpretation,Assembles test data for review and action,Analyzes test data,Interprets complex or ambiguous results,Oversees the policies  processes  procedures  and algorithms related to data analysis and results interpretation,N/A
MCB,1,5,Post-examination competencies ensure performance of post-examination procedures of microbiological testing.,5.03,Results reporting and data release,Adheres to policies  processes and procedures related to reporting and release of examination results and notifiable results,Explains the policies  processes and procedures related to reporting and release of examination results and notifiable results,Ensures staff compliance with policies  processes and procedures related to reporting and release of examination results and notifiable results,Oversees the policies  processes and procedures  related to reporting and release of examination results and notifiable results to partners,N/A
MCB,1,5,Post-examination competencies ensure performance of post-examination procedures of microbiological testing.,5.04,Quality assurance (QA),Explains the differences between QA and QC,Collects data for reporting on QA indicators,Evaluates QA indicator data,Oversees the policies  processes and procedures related to QA,N/A
MCB,1,6,Regulatory compliance competencies ensure compliance with regulations.,6.01,Nonconforming event (NCE) tracking,Recognizes NCEs in laboratory processes,Documents NCEs on discovery for implementation of corrective actions,Analyzes NCEs for corrective actions and documentation,Designs a management system for NCEs,N/A
MCB,1,6,Regulatory compliance competencies ensure compliance with regulations.,6.02,Proficiency testing (PT) and alternative assessment,Performs PT and alternative assessment,Reviews PT and alternative assessment results,Monitors to ensure the PT and alternative assessment program meets regulatory requirements,Oversees the policies  processes and procedures related to PT and alternative assessments,N/A
MCB,1,6,Regulatory compliance competencies ensure compliance with regulations.,6.03,Method validation and performance verification,Participates in performance of method validation and performance verification,Compiles results of method validation and performance verification,Evaluates method validation and performance verification results,Oversees the policies  processes and procedures related to method validation and performance verification,N/A
MCB,1,6,Regulatory compliance competencies ensure compliance with regulations.,6.04,Development and validation of laboratory-developed tests (LDTs),Participates in the collection of LDT data,Evaluates LDT validation data,Creates processes and procedures for the development and validation of LDTs,Oversees the policies  processes and procedures regarding the development and validation of LDTs,N/A
MCB,1,6,Regulatory compliance competencies ensure compliance with regulations.,6.05,Select agents,Describes the policies  processes and procedures related to select agents  including the securing  safe handling and testing of select agents and the documentation of activities,Complies with policies  processes and procedures related to related to select agents  including the securing  safe handling and testing of select agents and the documentation of activities,Implements policies  processes and procedures regarding select agent security  biosafety  testing and incident response plans,Oversees select agent security  biosafety  testing and incident response plans to ensure alignment with select agent regulations,N/A
