code,assessment_version,competency_value,competency_text,subcompetency_value,subcompetency_text,beginner,competent,proficient,expert,na
RES,1,5,Research project execution competencies ensure conduct of research to address a public health or health issue or answer a public health or health question.,5.02,Experimental strategy and design,States the purpose of each step performed in individual experiments,Explains the overall experimental strategy,Designs individual experiments,Generates the overall experimental strategy and hypotheses for specific research projects,N/A
RES,1,5,Research project execution competencies ensure conduct of research to address a public health or health issue or answer a public health or health question.,5.03,Conduct of experiments,Uses established research protocols*,Provides input regarding research protocols and the conduct of experiments,Develops research protocols to guide the conduct of experiments,Oversees the conduct of experiments,N/A
RES,1,6,Research data management  analysis and application competencies ensure conduct of research according to professional standards of data management  analysis,6.01,Data collection and quality,Records experimental procedures and data,Monitors quality and integrity of recorded information and data,Designs data collection and entry methods that meet data quality standards,Develops policies  processes and procedures to ensure data quality and integrity,N/A
RES,1,6,Research data management  analysis and application competencies ensure conduct of research according to professional standards of data management  analysis,6.02,Data management,Complies with policies and procedures for data management,Assists with the management of data for individual experiments,Manages project data,Oversees the management of research data for the laboratory,N/A
RES,1,6,Research data management  analysis and application competencies ensure conduct of research according to professional standards of data management  analysis,6.03,Data analysis and results interpretation,Assists with data analysis of individual experiments,Analyzes project data,Interprets data for individual research projects,Oversees data analysis plans and results interpretation for the laboratory’s research projects,N/A
RES,1,6,Research data management  analysis and application competencies ensure conduct of research according to professional standards of data management  analysis,6.04,Data summaries,Describes data tables and graphs,Summarizes experimental data using multiple formats,Develops outlines and formats for data summaries,Critiques data summaries,N/A
RES,1,6,Research data management  analysis and application competencies ensure conduct of research according to professional standards of data management  analysis,6.05,Application of research findings to current research,States laboratory’s research findings,Examines the laboratory’s research data to determine its significance in the context of the scientific literature,Implements integration of internal and external research findings into laboratory’s research practices,Oversees integration of internal and external research findings into revised research agenda  objectives and/or experimental strategies,N/A
RES,1,7,Dissemination of research findings competencies ensure dissemination of research findings.,7.01,Meeting and conference presentations,Attends institutional scientific presentations,Presents research to colleagues within the organization or via poster at external events,Presents research via oral presentation for discipline-wide audiences,Serves as an invited speaker at external meetings and conferences,N/A
RES,1,7,Dissemination of research findings competencies ensure dissemination of research findings.,7.02,Manuscript preparation,Assists in manuscript drafting and editing,Drafts sections of research manuscripts,Publishes as first author or senior author in journals of the discipline,Publishes as senior author for multi-laboratory or multi-institutional research projects or in high-impact interdisciplinary journals,N/A
RES,1,7,Dissemination of research findings competencies ensure dissemination of research findings.,7.03,Manuscript peer review process,Reads drafts of manuscripts submitted for peer review,Informally critiques manuscripts submitted for peer review,Participates in the peer review process as a formal reviewer,Participates in the manuscript peer review process as member of the editorial board,N/A
RES,1,8,Translation competencies ensure translation of research findings to medical and scientific health practice.,8.01,Translation of research findings into medical and scientific health practice,States research findings as they relate to current health practices,Describes implications of research findings on health practices,Directs translation of research findings to health practices,Oversees translation of research discoveries into meaningful changes in health practices,N/A
